complex_text,simple_text
"To attract swimmers , a bus route from Central to Repulse Bay was created , and now stands as one of Hong Kong 's oldest bus routes . During the Battle of Hong Kong in World War II , Repulse Bay was an important strategic location .","During the Japanese occupation of Hong Kong , the name of Repulse Bay was changed to '' ç ã æ '' ."
"The President automatically becomes a member of the aforementioned groups once he is appointed , but he does not necessarily come from within the ICRC organization .","The President automatically becomes a member of the assembly and the ICRC once he is appointed , but he does not necessarily come from within the ICRC organization ."
"The original clockwork mechanism , much modified , repaired , and neglected until it was replaced in the early 20th century , can be seen on the floor below .","The original clockwork mechanism was much modified , repaired , and neglected until it was replaced in the early 20th century ."
"Namli Maira is one of the 51 union councils of Abbottabad District in NWFP North West Frontier Provience , Khyber-Pakhtunkhwa province of Pakistan .",Namli Maira is one of the 51 Union Councils of Abbottabad District in the North-West Frontier Province of Pakistan .
"MoÅ ovce has produced several notable personalities , including Frico Kafenda ( 1883 â `` 1963 ) , composer and pedagogue ; Anna LackovÃ - Zora ( 1899 â `` 1988 ) , writer ; Å tefan KrÄ mÃ ry ( 1892 â `` 1955 ) , literary critic , historian , and poet ; Jur TesÃ k MoÅ ovskÃ 1\/2 , Baroque playwright , church dignitary , and a religious writer , whose works belong to the period of Humanism ; and Miloslav Schmidt , the founder of the amateur fire brigades in Slovakia .","Many important people were born in MoÅ ovce . The greatest ones are Frico Kafenda ( 1883-1963 ) , composer ; Anna LackovÃ - Zora ( 1899-1988 ) , writer ; Å tefan KrÄ mÃ ry ( 1892-1955 ) , literary critic , historian , and poet ; JÃ r TesÃ k MoÅ ovskÃ 1\/2 , Baroque playwright ; and Miloslav Schmidt , the founder of the amateur fire brigades in Slovakia ."
is a German eurodance project formed in 1989 by Frankfurt-based producers Michael MÃ 1\/4 nzing and Luca Anzilotti .,is an electronic music group created by German producers Michael MÃ 1\/4 nzing and Luca Anzilotti .
"Ù Ù Ù ; latinized as Miramolinus , hence Italian Miramolino , Spanish MiramamolÃ n and Portuguese Miramolim ) usually translated Commander of the Faithful or Leader of the Faithful , is the Arabic style of Caliphs and other independent sovereign Muslim rulers that claim legitimacy from a community of Muslims .","Ù Ù Ù ) is usually translated Commander of the Faithful or Prince of the Faithful , but Leader of the Believers might be a better translation . It is the Arabic style of Caliphs and other independent sovereign Muslim rulers that claim legitimacy from a community of Muslims ."
"Hajji Abu Abdullah Muhammad Ibn Battuta , or simply Ibn Battuta , also known as Shams ad -- Din ( February 25 , 1304 â `` 1368 or 1369 ) , was a Moroccan Berber Islamic scholar and traveller known for the record of his travels and excursions published in the Rihla ( literally , `` The Journey '' ) .",Ibn Battuta ( 1304 â `` 1368 or 1369 ) was a Moroccan explorer .
"On 6 March 1790 , Caesar was transported to Norfolk Island after receiving another pardon from Phillip .","On 6 March 1790 , Caesar was sent to Norfolk Island ."
"Edinburgh 's previous tram system , Edinburgh Corporation Tramways , shut down on 16 November 1956 and since then the only local public transport services consisted of buses and a limited network of local rail lines .",Local public transport had been limited to buses since the closing of the cityâ s previous Edinburgh Corporation Tramways system on 16 November 1956 .
"However , a mix-up between Klusener and Allan Donald on the fourth ball saw Donald drop his bat and be stranded mid-pitch to be run out .",They then proceeded to the final with a tied match in the semi-final ( also against South Africa ) where a mix-up between South African batsmen Lance Klusener and Allan Donald saw Donald drop his bat and stranded mid-pitch to be run out .
"Until the city 's naming in 1885 , `` Vancouver '' referred to Vancouver Island , and it remains a common misconception that the city is located on the island .","Until the city was named in 1885 , `` Vancouver '' referred to Vancouver Island ."
"Axel Heiberg Island is an island in the Qikiqtaaluk Region , Nunavut , Canada . Located in the Arctic Ocean , it is the 31st largest island in the world and Canada 's seventh largest island .",Axel Heiberg Island is the 31st biggest island in the world and Canada 's 7th biggest island .
"After Senate approval he took office on December 10 , 1795 and served through the rest of the administration .",After Senate approval he took office on December 10 1795 and served through the rest of the administration .
Le Mesnil-Simon is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,"Le Mesnil-Simon , Calvados is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France ."
"Absolute zero is also 0 Â R on the Rankine scale , another thermodynamic temperature scale , and â ' 459.67 degrees on the Fahrenheit scale .",Absolute zero is also 0 K on the Kelvin scale and 0 Â R on the Rankine scale
Haplincourt is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,Haplincourt is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .
"Bernhard `` Bernd '' Georg Josef FÃ rster ( born 3 May 1956 ) is a former German footballer , who played as a defender .","Bernd FÃ rster ( born 3 May , 1956 ) is a former German football player ."
"The role , created in 2000 after the London devolution referendum , was the first directly elected mayor in the United Kingdom .","The Mayor of London is an elected politician in London . The role , created in 2000 , was the first directly-elected mayor in the United Kingdom ."
Balm bei GÃ 1\/4 nsberg is a municipality in the district of Lebern in the canton of Solothurn in Switzerland .,Balm bei GÃ 1\/4 nsberg is a municipality in the district Lebern in the canton of Solothurn in Switzerland .
"He has held the titles of General Secretary of the Communist Party of China since 2002 , President of the People 's Republic of China since 2003 , and Chairman of the Central Military Commission since 2004 , succeeding Jiang Zemin as the top leader of fourth generation leadership of the Communist Party of China .","He has held the titles of General Secretary of the Communist Party of China since 2002 , President of the People 's Republic of China since 2003 , and Chairman of the Central Military Commission since 2004 , succeeding Jiang Zemin as the top leader of of the People 's Republic of China ."
"The dice snake ( Natrix tessellata ) is a European nonvenomous snake belonging to the family Colubridae , subfamily Natricinae .","The Dice snake ( Natrix tessellata ) is a European non-venomous snake belonging to the family of Colubridae , subfamily Natricinae ."
"George Clinton ( July 26 , 1739 - April 20 , 1812 ) was an American soldier and politician , considered one of the Founding Fathers of the United States .","George Clinton ( July 26 , 1739 -- April 20 , 1812 ) was an American soldier and politician ."
"Residents of Blanchard and nearby Dibble , Oklahoma are served by the weekly newspaper The Blanchard News . The radio station KKNG-FM ( `` King Country 97.3 KKNG '' ) identifies Blanchard as its home , however , only the transmitter is located in Blanchard , while the operating offices are in Oklahoma City .",Blanchard is a city of Oklahoma in the United States .
"The construction of the North Australia Railway line gave more permanency to the mining camps , and places such as Burrundie and Pine Creek became permanent settlements .","The building of the North Australia Railway line helped the mining camps , and places such as Burrundie and Pine Creek became permanent settlements ."
"Ivory earned letters in both football and track and field in high school at Longview High School in Longview , Texas , playing on a team that also included future NFL players Trent Williams , Malcolm Kelly , and Robert Henson .","Ivory played both football and track and field in high school at Longview High School in Longview , Texas ."
"The moon covers only a few pixels , but seems to be an elongated object with axes 150 Â 20 and 120 Â 20 km , close to the Earth-based estimations .","The moon covers only a few pixels , but seems to be a stretched object with axes 150 Â 20 and 120 Â 20 km , close to the Earth-based estimations ."
"Natural resources on the islands include small deposits of gold , copper , coal , natural gas , limestone , marble , and asbestos .","The few natural resources are gold , copper , coal , natural gas , limestone , marble , and asbestos ."
"John Maynard Smith , F.R.S. ( 6 January 1920 -- 19 April 2004 ) was a British theoretical evolutionary biologist and geneticist .","John Maynard Smith , FRS ( 6 January 1920 -- 19 April 2004 ) was a British theoretical evolutionary biologist and geneticist ."
Sharin Yamano is the pen name for a mangaka well-known for his writing Manga Kenkanryu ( Hate Korean Wave ) .,"Sharin Yamano is a Japanese manga artist . He is well-known for his book , Manga Kenkanryu , Manga Kenchogokuryu ."
"At 70 k long , it is the longest glacier in the Karakoram and second-longest in the world 's non-polar areas .",It is the longest glacier in the Karakoram and second longest in the world 's non-polar areas .
"Michael Shayne Graham ( born December 9 , 1977 in Radford , Virginia ) is an American football placekicker for the New England Patriots of the National Football League .","Michael Shayne `` The Franchise '' Graham ( born December 9 , 1977 in Radford , Virginia ) is an American Football placekicker for the Baltimore Ravens of the National Football League ( NFL ) ."
Recurring guest star Phil Hartman makes his first appearance as Hutz . The show 's then-script supervisor Doris Grau also voices a character in the show for the first time .,"Also , recurring guest star Phil Hartman and the show 's then-script supervisor Doris Grau made their first episode in the show ."
"The Most Haunted team have traveled not only around the UK , but also Ireland , the Netherlands , Romania , the United States , and Italy . investigating paranormal activity for 24 hours at a time .","The team travel around the UK , and also Ireland , the Netherlands and the United States , investigating possible paranormal ` hotspots ' for 24 hours ."
"Ponta Grossa is also home town of the `` Parque Estadual da Vila Velha '' ( State Park of Old Town ) , a park made up of rocky formations formed over millions of years .","The city is home town of the Parque Estadual da Vila Velha ( `` State Park of Old Town '' ) , a park made up of rocky formations formed over millions of years ."
"Alen AvdiÄ ( born 3 April 1977 in Sarajevo , SFR Yugoslavia ) is a Bosnian international football player .",Alen AvdiÄ ( born 3 April 1977 ) is a Bosnia and Herzegovina football player .
"Unsportsmanlike conduct ( or unsporting behavior , or ungentlemanly conduct ) is a term used in many professional sports to refer to a particular player or team who has acted inappropriately and\/or unprofessionally in the context of the game .","Unsportsmanlike conduct ( or unsporting behavior , or ungentlemanly conduct ) describes a kind of action by professional athlete . It is when a player or team during the game that is not professional or is offensive ."
The word fortification can also refer to the practice of improving an area 's defense with defensive works .,The word fortification can also mean the practice of improving an area 's defense with defensive works .
"On 14 October 1806 , at the Battle of Jena-Auerst Ã dt , the French defeated the Prussian army led by Frederick William , and the Prussian army collapsed .","On 14 October 1806 , at the Battle of Jena-Auerst Ã dt , the French defeated the Prussian army , and it collapsed ."
"Peter Benjamin Mandelson , Baron Mandelson , PC ( born 21 October 1953 ) is a British Labor Party politician who was the Member of Parliament ( MP ) for Hartlepool from 1992 to 2004 , served in a number of Cabinet positions under both Tony Blair and Gordon Brown , and was a European Commissioner .","Lord Mandelson , Peter Benjamin Mandelson , ( born 21 October 1953 ) is a British politician for the Labor Party . He helped to found the so-called ` New Labor ' with Tony Blair and Gordon Brown ."
"Fortran 95 was a minor revision , mostly to resolve some outstanding issues from the Fortran 90 standard .","Since Fortran 90 , the capitalization has been abandoned . The published formal standards use `` Fortran '' ."
Philippe MexÃ s ( born 30 March 1982 ) is a French professional footballer who plays as a center back for Italian Serie A club Roma and for the French national team .,Philippe MexÃ s ( born 30 March 1982 ) is a French football player . He plays for Roma and France national team .
"He also sang The Lawyer in the world premiere recording of Punch and Judy ( 1989 ) and created the roles of Kong in The Second Mrs Kong ( Glyndebourne , 1994 ) and Hiereus in The Minotaur ( Royal Opera House , 2008 ) .",Langridge sang in several operas by Harrison Birtwistle : he sang The Lawyer in the first recording of Punch and Judy ( 1989 ) and he sang the part of Kong in the first performances of The Second Mrs Kong at Glyndebourne in 1994 . and Hiereus in The Minotaur at the ( Royal Opera House in 2008 ) .
The Baiu Mountains ( Romanian : Muntii \/ Muntele Baiu \/ Baiul \/ Baiului ) are mountains in central Romania .,The Baiu Mountains are a group of mountains in the central part of Romania .
"Nynorsk or New Norwegian is one of two official written standards for the Norwegian language , the other being BokmÃ l. The standard language was created by Ivar Aasen during the mid-19th century , to provide a Norwegian alternative to the Danish language which was commonly written in Norway at the time .","Nynorsk ( New Norwegian ) is one of the two officially standards of the Norwegian language , the other being BokmÃ l. It is based on Norwegian dialects and was created by Ivar Aasen during the 19th century to show a Norwegian alternative to the Danish language ( upon which BokmÃ l is based ) which was commonly written in Norway at the time ."
"The passage was discovered by Richard McClintock , a Latin scholar who is the publications director at Hampden-Sydney College in Virginia , by searching for citings of the rarely used Latin word `` consectetur '' in classical literature .","The passage was discovered by Richard McClintock , a Latin professor and the Publications Director at Hampden-Sydney College in Virginia . He found it by searching for citings of the word ` consectetur ' so he could answer a question about it in the graphic design magazine Before & After ."
"In this sense one speaks of the diameter rather than a diameter , because all diameters of a circle have the same length , this being twice the radius .",The diameter is twice the radius .
"Produced by Dave Jerden , the album was released on February 4 , 1997 through Columbia Records ( their former label Epitaph released it in Europe ) .","This was their first album released on the major label Columbia Records ( however , in Europe , it was released on Epitaph ) and also its first collaboration with record producer Dave Jerden , who would produce the band 's next album Americana ( 1998 ) ."
"Streator also has an annual event called Light Up Streator held the first Saturday after Thanksgiving . Light Up Streator is a group of volunteers who place holiday decorations throughout the Streator area , most notably in City Park .",Streator is a city of Illinois in the United States .
"His publishing firm also released three anti-Semitic books for children , including the 1938 Der Giftpilz ( `` The Toadstool '' or `` The Poison-Mushroom '' ) , one of the most widespread pieces of propaganda , which purported to warn about insidious dangers Jews posed by using the metaphor of an attractive yet deadly mushroom .","His publishing firm released three anti-Semitic books for children , including the 1938 Der Giftpilz ( The Poison Mushroom ) , one of the most widespread pieces of propaganda . The book said that Jews were dangerous , just like an attractive yet deadly mushroom ."
"During the flood in August 1990 , 132 houses in Forbes were affected by flood with their yards or their floors covered by water .","During the flood in August 1990 , 132 houses in Forbes were flooded . The water covered their floors ."
"He was Bhavana Sangamaâ s eldest son , belonged to the yadav clan and was founder of the Sangama dynasty , the first among the four dynasties that ruled Vijayanagara .","He was the eldest son of Bhavana Sangama and was founder of the Sangama dynasty , the first among the four dynasties that ruled Vijayanagara ."
"The European discoverer of the Lachlan River in 1815 was Acting-Surveyor George William Evans , who named the river after Lachlan Macquarie , the Governor of the colony of New South Wales .","The European who found the Lachlan River in 1815 was Acting-Surveyor George William Evans . He named the river after Lachlan Macquarie , the Governor of New South Wales ."
"The University of Alabama ( also known as Alabama , UA , or colloquially as ` Bama ) is a public coeducational university located in Tuscaloosa , Alabama , USA .",The University of Alabama is a university in the U.S. state of Alabama . The University of Alabama is in the city of Tuscaloosa .
"Because of its effects , the name Michelle was retired in the spring of 2002 and will never again be used for an Atlantic hurricane .",The name Michelle was retired .
"He died peacefully in his sleep , at his home on FÃ rÃ , on 30 July 2007 , at the age of eighty-nine , the same day that another renowned film director , Michelangelo Antonioni , also died .","Ingmar Bergman died peacefully at his home on FÃ rÃ , in the early morning of July 30 2007 , age 89 , the same day that another great film director , Michelangelo Antonioni , died ."
"The tour featured numerous guest appearances by Glen Phillips , Jon Brion , Fiona Apple , Bruce Molsky , Bela Fleck , Tom Brosseau and Tift Merritt , among others .","The tour had many guest appearances by musicians like Fiona Apple , Glen Phillips , Jon Brion , Bruce Molsky , BÃ la Fleck , and Tift Merritt ."
"Robert A. Probert ( June 5 , 1965 -- July 5 , 2010 ) was a Canadian professional ice hockey forward .","Bob Probert ( April 20 , 1985 â `` July 5 , 2010 ) was a professional Canadian ice hockey right winger that was known for being a fighter and a rough enforcer ."
"Bryan Owen `` Pete '' Young ( born March 19 , 1968 in Meadville , Mississippi ) is a former right-handed relief pitcher in Major League Baseball who played for the Montreal Expos in and .","Bryan Owen `` Pete '' Young ( born March 19 1968 in Meadville , Mississippi ) is a former right-handed relief pitcher in Major League Baseball who played for the Montreal Expos in 1992 and 1993 ."
"Perry activated up to 1,200 National Guard troops , a 70 member rescue team , six helicopters and an incident management team that brings food and water to affected areas .","He also activated around 1,200 National Guard troops , a 70 member rescue team , six helicopters , and a team that brings food and water to affected areas ."
A soufflÃ is a light baked cake made with egg yolks and beaten egg whites combined with various other ingredients and served as a savoury main dish or sweetened as a dessert . The word soufflÃ is the past participle of the French verb souffler which means `` to blow up '' or more loosely `` puff up '' -- an apt description of what happens to this combination of custard and egg whites .,"A SoufflÃ is a light fluffy food , made from egg whites ."
The early Spartans believed helmets were unnecessary and boxing prepared them for the inevitable blows to the head they would receive in battle .,The early Spartans believed helmets were unnecessary and boxing prepared them for when they were hit on the head in battle .
"Kyle Davis Richardson ( born March 2 , 1973 in Farmington , Missouri ) is a former National Football League punter .","Kyle Davis Richardson ( born March 2 , 1973 in Farmington , Missouri ) is a retired American football Punter who used to play for the Miami Dolphins , Seattle Seahawks , Baltimore Ravens , Minnesota Vikings , Philadelphia Eagles , Cincinnati Bengals , Cleveland Browns of the NFL ."
At least 500 sheep were drowned on properties in the Eugowra\/Trundle area and most of Eugowra 's 400 residents were evacuated and some residents from Trundle .,At least 500 sheep were drowned on farms in the Eugowra\/Trundle area . Most of Eugowra 's 400 residents were moved for safety .
Tonbridge Grammar School for Girls began in 1905 with just 13 girls as pupils on the top floor of Tonbridge Library .,Tonbridge Grammar School started in 1905 on the top floor of the Tonbridge Library with only 13 pupils .
The most significant and rapid genetic reorganization occurs in extremely small populations that have been isolated ( as on islands ) .,The most rapid genetic reorganization occurs in extremely small populations that have been isolated .
Bergueneuse is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,Bergueneuse is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .
Metropolitan counties have no county councils and are divided into metropolitan districts whose councils have either the status of City Council or Metropolitan Borough Council .,The metropolitan counties were divided into metropolitan districts which are usually called boroughs . When the county councils were abolished the metropolitan districts gained much of their powers and therefore function similar to other unitary authorities .
"Alsatian ( Alsatian and ( literally Alsatian-German ) ; ; or ElsÃ sserdeutsch ) is a Low Alemannic German dialect spoken in most of Alsace , a region in eastern France which has passed between French and German control many times .","Alsatian ( French : Alsacien , German : ElsÃ ssisch ) is a German language spoken in Alsace ( eastern part of France ) ."
"As the DC motor starts to turn , the interaction of the magnetic fields inside causes it to generate a voltage internally .","As the DC motor starts to turn , the magnetic fields inside start to join together . They create an internal voltage ."
"These states are Texas , Louisiana , Mississippi , Alabama , and Florida and are known as the Gulf States .","The states of Texas , Louisiana , Mississippi , Alabama , and Florida are known as the Gulf States ."
"The region consists of six municipalities : Fyresdal , Tokke , Vinje , Nissedal , Kviteseid and Seljord .","Fyresdal , Tokke , Vinje , Nissedal , Kviteseid , and Seljord ."
"A `` television pilot '' , also known as a pilot episode and series premiere , is the first episode of a television series .","Television pilot , usually called just a pilot , is a test episode made to sell a television series ."
"James William Reiher ( born May 18 , 1943 ) is a semi-retired Fijian professional wrestler and actor , better known by his ring name Jimmy `` Superfly '' Snuka .","James William Reiher ( born May 18 , 1943 in Fiji ) is a semi-retired Fijian-American professional wrestler who is best known for wrestling with WWF under the ring name , Jimmy `` Superfly '' Snuka ."
"As the Chinese New Year starts in late January to mid-February , the Chinese year dates from January 1 until that day in the new Gregorian year remain unchanged from the previous Gregorian year .","Because the Chinese New Year starts in late January or early February , the Chinese year begins several weeks after the it begins in the Gregorian calendar . If a person is born in early January , their Chinese birth-year is the last Gregorian year , not the current one ."
"An inscription dated 1346 regarding a grant to the Sringeri matha indicates Harihara I as the ruler of â whole country between the eastern and the western seas , and the inscription describes Vidya Nagara ( that is , the city of learning ) as his capital .","An inscription of 1346 speaks of Harihara I as the ruler of â whole country between the eastern and the western seas , and the inscription describes Vidya Nagara ( that is , the city of learning ) as his capital ."
"Nevertheless , in CÃ zanne 's mature work we see the development of a solidified , almost architectural style of painting .","In CÃ zanne 's mature work we see the development of a solidified , almost architectural style of painting ."
"The British Transport Commission ( BTC ) was created by Clement Attlee 's post-war Labor government as a part of its nationalisation program , to oversee railways , canals and road freight transport in Great Britain ( Northern Ireland had the separate Ulster Transport Authority ) .",The British Transport Commission ( BTC ) was created by Clement Attlee 's post-war Labor government . It was a part of its nationalisation program .
"Traditionally , the candle and candle holders were made in the same place , so they were appropriately sized , but international trade has combined the modern candle with existing holders , which makes the ill-fitting candle more common .","If the flame is kept on the candle long enough , the candle will slowly get shorter and shorter until it is gone . The fire on a candle can be put out by blowing air on it ."
"The cooking of meat , as evident from burned and blackened mammal bones , makes the meats easier to eat and easier to attain the nutrition from proteins by making the meat itself easier to digest .","The cooking of meat , as can be seen from burned and blackened mammal bones , makes the meats easier to eat . It is also easier to get the nutrition from proteins because the meat itself is easier to digest ."
Vale tudo began in the 1920s with the `` Gracie challenge '' issued by Carlos Gracie and HÃ lio Gracie and upheld later on by descendants of the Gracie family .,"That was the so-called `` Gracie 's Challenge '' . Later , HÃ lio Gracie and the Gracie family continued this ."
"In archaeology , a tool stone is a type of stone that is used to manufacture stone tools . Alternately , the term can be used to refer to stones used as the raw material for tools .","Stone tools are tools made of stone that were used most commonly by cavemen , or people who lived in prehistoric times ."
The follow-up to Definitely Maybe was Oasis ' highest-selling album to date ; ( What 's the Story ) Morning Glory ?,The follow-up to Definitely Maybe was Oasis ' highest-selling album to date ; ( What 's the Story ) Morning Glory ? .
"Denis Joseph Savard ( born February 4 , 1961 ) is a retired Canadian professional ice hockey player .","Denis Joseph Savard ( born February 4 , 1961 in Pointe Gatineau , Quebec ) is a retired NHL ice hockey center who played for the Chicago Blackhawks , Montreal Canadiens and the Tampa Bay Lightning ."
"There are a number of ancient sources that discuss qin lore , qin theory and general qin literature .",Qin study was initially confined to China in ancient times . Today countries like Japan also have their own qin small traditions .
The 1987 Cricket World Cup held in India and Pakistan was the first World Cup hosted outside of England .,"The 1987 tournament , named the Reliance World Cup after their Indian sponsors , was held in India and Pakistan , the first time that the competition was held outside England ."
"â '' Line 4 , currently known as Trinitat Nova â `` La Pau , usually called `` lÃ nia groga '' ( yellow line ) , is a line in the Barcelona Metro network operated by TMB , and part of the ATM fare-integrated transport network .","Line 4 , currently known as Trinitat Nova â `` La Pau , usually called `` lÃ nia groga '' ( yellow line ) , is a line in the Barcelona Metro network operated by TMB ."
"It was founded in 930 at Ã ingvellir , ( the `` assembly fields '' or `` Parliament Plains '' ) , situated approximately 45 km east of what would later become the country 's capital , ReykjavÃ k , and this event marked the beginning of the Icelandic Commonwealth .","It was founded in 930 at Ã ingvellir , ( the `` assembly fields '' ) , which is almost 45 kilometers east of Iceland 's capital , ReykjavÃ k. When the Althing was formed , that was the beginning of Iceland as a country ."
"The title of Formula One World Champion Constructor is awarded to the car `` make '' that has scored the most points during the course of the season , where a car 's make takes into account both engine and chassis . Hence , if a car 's chassis and engine constructor are the same entity ( e.g. Ferrari , Toyota , BRM etc. ) then the make is simply the name of that one constructor .","If a car 's chassis and engine are made by the same entity , then the constructor is the car make ."
"The Wars of the Roses were a series of dynastic civil wars for the throne of England fought between supporters of two rival branches of the royal House of Plantagenet : the houses of Lancaster and York ( the `` red '' and the `` white '' rose , respectively ) .","The Wars of the Roses ( 1455 - 1487 ) was a series of civil wars fought over the throne of England between supporters of the House of Lancaster and supporters of the House of York . Both houses were branches of the Plantagenet royal house , tracing their descent from King Edward III ."
Hala is a gotra or clan of the Jats found in the states of Punjab and Uttar Pradesh in India and in the province of Sindh in Pakistan .,Hala is a gotra or clan of the Jat people found in the states of Punjab and Uttar Pradesh in India and in the province of Sindh in Pakistan .
"Robert Indiana ( born September 13 , 1928 ) is an American artist associated with the Pop Art movement .","Robert Indiana ( born as Robert Clark in New Castle , Indiana on September 13 , 1928 ) is an American artist . He is known for being a part of the pop art movement ."
"In 1066 the Duke of Normandy , William II , a vassal to the King of France and cousin once-removed of Edward the Confessor , invaded and conquered England in the Norman Conquest of England , and made permanent the recent removal of the capital from Winchester to London .","In 1066 , William , Duke of Normandy invaded England ."
"In 2008 , TVXQ made it in the Guinness World Records for having the world 's largest official fan club .","Main article : List of awards received by TVXQ In 2008 , TVXQ made it in the Guinness World Records for having the world 's largest official fan club ."
"In the early days of the colony of New South Wales , the southern part of the Lachlan was known as Fish River .","In the early days of New South Wales , the south part of the Lachlan was known as Fish River ."
The milk is first heated to about 80 Â C to kill any undesirable bacteria and to denature the milk proteins so that they set together rather than form curds .,The milk is heated to about 80 Â C to kill any bad bacteria and to change the milk proteins so that they set together instead of becoming curds .
"Other than its orbit , radius of 20 km and geometric albedo of 0.08 virtually nothing is known about it .","Other than its orbit , radius of 21 km and geometric albedo of 0.08 , almost nothing is known about it ."
"Simba allows the Outlanders , including Kovu , to return to the Pride Lands , and Kovu is allowed to stand with Kiara at the top of Pride Rock .","She plans to raise Kovu to overthrow Simba and become the king of the Pride Lands . This tests not only Kiara and Kovu 's relationship as they mature , but Simba 's relationship with his daughter ."
"The trio have always recorded and toured with a bass player , but no bass player has ever been an official member of the band .",A fourth member also plays bass with the band .
"The Fuji circuit is well known to fans of the arcade racing game Pole Position , as cars raced on the circuit in the popular loop .","The Fuji circuit is known to fans of the arcade racing game Pole Position , as cars raced on the circuit ."
"On November 27 , 1978 , Milk and Mayor George Moscone were assassinated by Dan White , another city supervisor who had recently resigned but wanted his job back .","On November 27 , 1978 , Milk and Mayor George Moscone were assassinated ( murdered ) by a man called Dan White . White was another city supervisor who had recently resigned but wanted his job back ."
"In Paris , Genet sought out and introduced himself to Jean Cocteau , who was impressed by his writing .","In the mid-1940s , Genet met Jean Cocteau ."
"Several months later , she called Shearer 's parents and told them that she had gotten Shearer an audition for the radio show The Jack Benny Program .",Shearer was a child actor . He acted on the Jack Benny radio program .
"Styles of dress within the subculture range from deathrock , punk and Victorian style attire , or combinations of the above , most often with dark attire , makeup and hair .","Styles of dress within the subculture range from death rock , punk , androgynous , some Renaissance and Victorian style clothes , or combinations of the above , most often with black attire , makeup and hair ."
"It was used as pioneer camp ( pioneers were people organized in one group in Czech republic ) and it was used for young people from Hungary , Poland , and Germany .","It was used as pioneer camp ( pioneers were people organized in one group in Czech republic ) and it was used for young people from Hungary , Poland and Germany ."
"In the 1970s he established a Hindu monastery in Kauai , Hawaii and founded the magazine Hinduism Today .","He made a Hindu monastery in Kauai , Hawaii and founded the magazine Hinduism Today ."
"The National Socialist German Workers ' Party ( , abbreviated NSDAP ) , commonly known in English as the Nazi Party ( from the German Nazi , abbreviated from the pronunciation of Nationalsozialist ) , was a political party in Germany between 1919 and 1945 .","The Nationalsozialistische Deutsche Arbeiterpartei ( National Socialist German Workers ' Party , NSDAP ) , also known as the Nazi Party , was a German political party ."
"Teimour Radjabov , also spelled Teymur Rajabov ; born 12 March 1987 in Baku , Azerbaijan is a leading Azerbaijani chess player .","Teimour Radjabov , born 12 March 1987 in Baku , Azerbaijan is a leading Azerbaijani chess player ."
"Central America is the central geographic region of the Americas . It is the southernmost , isthmian portion of the North American continent , which connects with South America on the southeast .",Central America is part of the continent known as North America .
The first three tournaments were officially known as the Prudential Cup after the financial services company Prudential plc who sponsored the event .,The first three events were held in England and officially known as the Prudential Cup after the sponsors Prudential plc. .
One kind of scientific skepticism refers to the critical analysis of claims lacking empirical evidence .,One kind of scientific skepticism talks about looking into claims that lack evidence that can be seen .
Paleoendemism refers to a species that was formerly widespread but is now restricted to a smaller area .,Paleoendemism means that a species used to be found in a large area but now it is only found in a smaller area .
"Himalia , the largest irregular satellite of Jupiter , was discovered by Charles Dillon Perrine at the Lick Observatory on 3 December 1904 .",It was found by Charles Dillon Perrine at the Lick Observatory on December 3 1904 and is named after the nymph Himalia who bore three sons of Zeus ( the Greek equivalent of Jupiter ) .
"Alternatively , the image may be projected onto a translucent `` rear projection '' screen , often used for continuous automatic display for close viewing .",The image may be projected onto a translucent `` rear projection '' screen . That is used for continuous automatic display for close viewing .
"Tezcatlipoca 's nagual , his animal counterpart , was the jaguar and his jaguar aspect was the deity Tepeyollotl ( `` Mountainheart '' ) .","Tezcatlipocas Nagual , his animal counterpart , was the jaguar and his Jaguar aspect was the deity Tepeyollotl `` Mountainheart '' ."
"Edward Reginald Noble ( June 23 , 1895 â `` January 19 , 1962 ) of Collingwood , Ontario ) was a Canadian professional ice hockey forward and defenceman who played 17 professional seasons in the National Hockey Association ( NHA ) and National Hockey League ( NHL ) for the Toronto Blueshirts , Montreal Canadiens , Toronto St. Pats , Montreal Maroons , Detroit Cougars , Detroit Falcons and Detroit Red Wings .","Edward Reginald Noble ( June 23 , 1895 â `` January 19 , 1962 ) of Collingwood , Ontario ) was a Canadian professional ice hockey forward who played 17 professional seasons in the National Hockey Association ( NHA ) and National Hockey League ( NHL ) for the Toronto Blueshirts , Montreal Canadiens , Toronto St. Pats , Montreal Maroons , Detroit Cougars , Detroit Falcons and Detroit Red Wings ."
"Alexandertorte , also known as Alexander Torte or Aleksander Torte , is a Latvian dessert . It consists of pastry strips filled with raspberry preserves .","Alexandertorte , also known as Alexander Torte or Aleksander Torte , is a dessert of pastry strips filled with raspberry preserves ."
